epoch,batch,loss,loss_1,loss_2,loss_3
0,0,0.025215601548552513,0.024488529190421104,0.0006693549803458154,5.771711948909797e-05
0,100,0.009859655052423477,0.009778914973139763,2.2241321858018637e-05,5.8499397709965706e-05
0,200,0.01043951977044344,0.010407746769487858,4.6943155211920384e-06,2.7078829589299858e-05
0,300,0.009433263912796974,0.009123711846768856,3.464650262685609e-06,0.00030608728411607444
0,400,0.009233932942152023,0.008781487122178078,2.5650094812590396e-06,0.00044988104491494596
0,500,0.009059560485184193,0.00848736334592104,3.050155328310211e-06,0.000569147290661931
0,600,0.00961657427251339,0.008812098763883114,3.09706251755415e-06,0.0008013784536160529
0,700,0.009763248264789581,0.008879803121089935,1.9764399894484086e-06,0.0008814689354039729
0,800,0.009037400595843792,0.00858649704605341,1.189981730931322e-06,0.00044971308670938015
0,900,0.009162724949419498,0.008722332306206226,1.1298844810880837e-06,0.0004392625705804676
0,1000,0.009471394121646881,0.008734560571610928,1.0042635949503165e-06,0.0007358300499618053
0,1100,0.009574069641530514,0.008743692189455032,1.7705207255858113e-06,0.0008286067750304937
0,1200,0.00923875067383051,0.008695080876350403,1.581808191986056e-06,0.0005420884117484093
0,1300,0.009245726279914379,0.008354286663234234,2.768788817775203e-06,0.0008886707364581525
0,1400,0.0090110395103693,0.008209466934204102,3.097609351243591e-06,0.0007984747062437236
0,1500,0.009165161289274693,0.008255483582615852,3.11639450956136e-06,0.0009065612102858722
0,1600,0.00893552228808403,0.008129986934363842,5.7127635955112055e-06,0.0007998227956704795
0,1700,0.008761939592659473,0.008012196980416775,2.5573535822331905e-06,0.0007471854914911091
0,1800,0.009124211966991425,0.008338529616594315,3.6159406135993777e-06,0.0007820664905011654
0,1900,0.008478366769850254,0.007836214266717434,1.48597086990776e-06,0.000640665995888412
1,0,0.00890875980257988,0.008028714917600155,2.5088816073548514e-06,0.0008775363676249981
1,100,0.008632650598883629,0.007432715501636267,2.127520474459743e-06,0.0011978071415796876
1,200,0.008602031506597996,0.007648831233382225,1.9617518773884512e-06,0.0009512380347587168
1,300,0.009119732305407524,0.007604297250509262,3.1631445835955674e-06,0.001512271468527615
1,400,0.008591772057116032,0.007356880232691765,2.5202346023434075e-06,0.0012323720147833228
1,500,0.008342175744473934,0.007106160745024681,1.8147680975744152e-06,0.0012342000845819712
1,600,0.008298630826175213,0.0071755144745111465,4.616599198925542e-06,0.0011184997856616974
1,700,0.008455264382064342,0.007174933794885874,2.3954538846737705e-05,0.0012563762720674276
1,800,0.008299816399812698,0.006965986452996731,5.375203727453481e-06,0.0013284551678225398
1,900,0.008000288158655167,0.006840295623987913,2.3381596747640288e-06,0.0011576541000977159
1,1000,0.008050704374909401,0.0070170206017792225,3.945400021621026e-05,0.000994230154901743
1,1100,0.008055408485233784,0.006696032360196114,1.1530047231644858e-05,0.0013478456530719995
1,1200,0.008016611449420452,0.0065705315209925175,4.580625954986317e-06,0.0014414991019293666
1,1300,0.007954075001180172,0.006875708699226379,2.8884696803288534e-05,0.001049481681548059
1,1400,0.008162706159055233,0.00642709294334054,4.521944356383756e-05,0.001690393895842135
1,1500,0.007771102711558342,0.006288256496191025,8.596362931712065e-06,0.0014742498751729727
1,1600,0.007389572449028492,0.006080260034650564,1.181936931970995e-05,0.0012974929995834827
1,1700,0.007981790229678154,0.00609680637717247,5.306049934006296e-05,0.0018319227965548635
1,1800,0.007507749367505312,0.0060255746357142925,1.52593529492151e-05,0.001466915593482554
1,1900,0.007569943554699421,0.0059099686332046986,4.677569813793525e-05,0.0016131993615999818
2,0,0.006642641965299845,0.005287437234073877,2.3163380319601856e-05,0.0013320413418114185
2,100,0.007120467256754637,0.005585119593888521,1.4599851965613198e-05,0.001520747784525156
2,200,0.006557814311236143,0.005156118888407946,1.440212599845836e-05,0.0013872935669496655
2,300,0.006674525327980518,0.005097069777548313,4.163444828009233e-05,0.0015358213568106294
2,400,0.006682884879410267,0.004975683521479368,4.3248401198070496e-05,0.0016639530658721924
2,500,0.0070884316228330135,0.005401003174483776,2.3945003704284318e-05,0.0016634833300486207
2,600,0.006407734472304583,0.004756893031299114,3.294281123089604e-05,0.0016178985824808478
2,700,0.0070523726753890514,0.004770298488438129,2.7280619178782217e-05,0.002254793420433998
2,800,0.006248285993933678,0.004512195475399494,4.076728873769753e-05,0.0016953235026448965
2,900,0.006276099476963282,0.004763270728290081,1.7304864741163328e-05,0.0014955237274989486
2,1000,0.005997453350573778,0.0044974032789468765,2.292239514645189e-05,0.0014771278947591782
2,1100,0.006152252200990915,0.004643968306481838,3.200551145710051e-05,0.0014762785285711288
2,1200,0.005617915652692318,0.004421557299792767,3.756697697099298e-05,0.0011587915942072868
2,1300,0.007008138112723827,0.004140894394367933,4.8756108299130574e-05,0.0028184878174215555
